item_name,item_price,free_shipping,shoe_size,number_of_images,seller_rating,item_url
Social Status x Nike Dunk PS ‘Chocolate Milk’ (Size 1.5Y Kids) ,$125.00,TRUE,1.5Y,6,253,https://www.ebay.com/itm/144232924442?_trkparms=ispr%3D1&hash=item2194f3c51a%3Ag%3ABPkAAOSwfNRhW3BC&amdata=enc%3AAQAGAAACsPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsS9d9gBrkNbRQtRn8MVXnYkjN3ncOY3Z3osHKMk3R%252BMKyIDKn5uz36iVFOYFtnrW1r9lXCy%252BlpRIl5v4r4NfEmPQ3jW%252BiwkCjmKFh3Ox2365s0s9sVBDc6YyGoR%252BXSgurNlv25tFWLfEDSF3PUFpF257JQdiXoRrTph1%252FsT9CJWMlp8mfeGLPmIw15O0yt2u7h6Rkx%252FtMuraGvHcvaTGBhrrhQ5%252B%252Bmf%252FbFwhbCsDBRW34blAiKuMTyzEcPC8JV%252BrZuGdQIGAusiN0380B7Lq1welb8SqgqDqDwxMNgKm3pcecr1axk1VldKXM5z9UKRgBld%252BH%252FUg2vaptwmzqq8b1zu978sDqEP%252F8PoHFfa3ncvpbRR%252FH%252B0RaC4Ht8LjfKEellGscA4NPaf0rpwPVT2SYNjFUTZKWQCbntaOUi4aqYCyUHVAMhm9zvLsf2jmvDdZYkyvL3F4RMEM%252BZf0JYwWSkR5t2Xc%252BUjOFvUqgqCYlg0ESaH9wGlqHHW8DNtuYoufUZDAZrLPCbtcBjHKsRIC%252F5jQYKbVwbmzQBPjnVjPutoa%252Bn9VSC7bFReAC9CF6diQhveha7xP%252FheE6%252F%252BDCCrUoElHO21D6yBObuAY0kjnY%252BXq%252B6PI0YplFkffxM2M%252BA0PYCZJqSrNKbalSLJLo8LnBVfEkmg%252FnEAhUFxOsb3Rit0MJ80G4LRA3I7%252Bg8Kuf200BkLoq72ai5zXloNQSjCXla%252FeOYOvjga2unHXVgf1xOO2ywnWuX6L6jbfwXnP%252BvmnZ1%252FI48iRZASlryq%252Fu11yg1TvPVETrudaCWSGMjHLxoEPoxtTVbv%252BPaARUSNPu5oXedKWffq6iPzcXbNDWNchdQgJl98lmNKhG0NBu6xPN26kA%253D%7Cclp%3A2334524%7Ctkp%3ABFBM0o31-Zhf&LH_ItemCondition=1000
Nike Dunk Mid Social Status Free Lunch Chocolate Milk Strawberry Air Jordan 13🍦,$279.99,FALSE,13,12,600,https://www.ebay.com/itm/185101626093?hash=item2b18eaaaed%3Ag%3A68YAAOSwnNphZKkv&LH_ItemCondition=1000
Social Status x Nike Dunk Mid ‘Chocolate Milk’ (Size 13 Men's),$295.00,TRUE,13,9,0,https://www.ebay.com/itm/384462613773?epid=14050253750&hash=item5983c1ed0d%3Ag%3AiaMAAOSwWFxhdWC1&LH_ItemCondition=1000
nike dunk mid social status free lunch chocolate milk ,$220.00,FALSE,7,2,0,https://www.ebay.com/itm/194448795895?hash=item2d460d28f7%3Ag%3A%7E9AAAOSwdV9hbdh-&LH_ItemCondition=1000
Size 10 - Nike Dunk Mid Social Status Free Lunch Chocolate Milk,$299.99,TRUE,10,3,144,https://www.ebay.com/itm/124972844606?hash=item1d18f6463e%3Ag%3AR6cAAOSwSPVhd5tE&LH_ItemCondition=1000
"Social Status Dunk Mid ""Free Lunch/Chocolate Milk"" Size 11.5 [ON HAND]",$290.00,FALSE,11.5,2,9,https://www.ebay.com/itm/384398075841?_trkparms=ispr%3D1&hash=item597fe927c1%3Ag%3ALzUAAOSw5-phQ0az&amdata=enc%3AAQAGAAACsPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSQuF9OYLb3wphIAOfpJK8RkHsvFf3ymBV1tMcAA61qACDOZhzVVcBgCIX%252FIc%252F4dTRqJQzXr%252Bi%252FK3TIRItc50vP1zKDk1DOmY8PQE14HTGWB3vTaDZUkeFB7pMf%252BfdlqjPgTMyVzJhuLVDLGuYJ%252BKKVRI5Dq3dPhhI08BNUXxstBDMIunlXQDOgdB0S1I857CQZYhBvU%252B1IjdDLRRNlS7vRE%252FYRMiPoaAwmlJCpJRDxwT4lOxot2dtjnbx8LC8GKZ8KxxXuCYFto3ylPZtzyKADfW3tje5KK9KKxj3shXIPQAZv3oR%252F9CuBTDHyJFrGZ8hWXiyaxSs9diGm3BnXZa6LFgjw2LIMfh6JYstJWjsoydG7PpcVqeyy0KOL1mRosgOri%252F4dXBGED1QDrWAPOubof3v1w9DCklMlCqTQtY7l8vfWbe4Vh2nchM7WSds4PljyYXlPSFxTAywE7zlg%252BVvDmsuCqxBFvC1RptA%252Bj%252FbofhfZjALp5kMWjZ0QuKrXDpbd1M8AD9AevBqyk9jF6geptdM3tsfm4DOKiTMo%252BhjGtu%252BsRKUsUVKkfnG3xGEfiBQkL%252Fq7LZoXAtZSRi6E3fr%252B32Dud9yTABd%252F7svMGRvLIv9uSWyO50qiXYLxSwZN%252BnMbLBxJMtkvZtQ3fiV9BFxbUocTmxx5Hfpa3S9L9yO9NmrfqyHnwI%252F2Sh94o5ow9uprbKmja3Zj%252FMtnJj58utztJV6s320VESij78QYorTDYyWate4aE3tDPMU3nzrKE7e1DdqHLy7fLrZ%252B7wuAQug7VlSwOXXsMbYnGwY8hdhDs8o%252FbKSaxT42cNoa8d37XAm8XcpHPfDpBUQ%252FvoRQzE01%252FYjc01LuPRB4kZl%252FwNB8Rc%253D%7Cclp%3A2334524%7Ctkp%3ABFBM0o31-Zhf&LH_ItemCondition=1000
nike x social status dunk chocolate milk-size 10.5-Send offers!,$259.00,FALSE,10.5,6,168,https://www.ebay.com/itm/403213354098?hash=item5de1638472%3Ag%3AsqAAAOSwoz5hXi-j&LH_ItemCondition=1000
Size 11 Nike Dunk Mid Social Status Free Lunch Chocolate & Strawberry Milk Pack,$700.00,FALSE,11,10,89,https://www.ebay.com/itm/284452071794?hash=item423aaa2972%3Ag%3ABAMAAOSwYe1hdG0H&LH_ItemCondition=1000
Nike x Social Status Free Lunch Chocolate Milk Dunk Mid Size 10.5,$265.00,FALSE,10.5,6,15,https://www.ebay.com/itm/313724375623?hash=item490b6e1247%3Ag%3A8AMAAOSwr29hR6ye&LH_ItemCondition=1000
Nike x Social Status Dunk Chocolate Milk Size 7.5 Men's  DS DJ1173-700 ,$245.00,TRUE,7.5,6,9,https://www.ebay.com/itm/224657856852?epid=10050260728&hash=item344ea6d954%3Ag%3ADnMAAOSwxalhcv2f&LH_ItemCondition=1000
NIB Nike Dunk Mid Social Status Free Lunch Chocolate Milk Size 4M/ 5.5W,$250.00,FALSE,4,11,16,https://www.ebay.com/itm/353705315831?epid=9050254120&hash=item525a7acdf7%3Ag%3AnqMAAOSwfQBhWiLa&LH_ItemCondition=1000
"Nike x Social Status Dunk Mid Chocolate Milk, Size: Men’s 12, Brand New",$300.00,FALSE,12,9,47,https://www.ebay.com/itm/133873626527?hash=item1f2b7d6d9f%3Ag%3APU4AAOSw7fVhTNaj&LH_ItemCondition=1000
Nike Dunk Mid Social Status Chocolate Milk Size 9,$230.00,FALSE,9,1,7,https://www.ebay.com/itm/313716932064?hash=item490afc7de0%3Ag%3AJj0AAOSwRbdhbkRs&LH_ItemCondition=1000
"Social Status X Nike Dunk Mid SP ""Chocolate Milk Brown"" - Men's Size 6",$270.00,TRUE,6,12,11,https://www.ebay.com/itm/234250831003?epid=22050255624&hash=item368a70049b%3Ag%3AOcQAAOSwRk1hcyVD&LH_ItemCondition=1000
Social Status Free Lunch Dunk Chocolate Milk Sz 9.5/10,$280.00,FALSE,"9.5,10",1,2,https://www.ebay.com/itm/363561723917?hash=item54a5f7a80d%3Ag%3AVeEAAOSw7XthVdzv&LH_ItemCondition=1000
Social Status x Dunk Mid 'Chocolate Milk'(10.5),$260.00,FALSE,10.5,3,0,https://www.ebay.com/itm/403224158612?hash=item5de2086194%3Ag%3AGKoAAOSw0khhZGP2&LH_ItemCondition=1000
"SOCIAL STATUS X NIKE FREE LUNCH DUNK ""CHOCOLATE MILK"" Size 7.5 (CONFIRMED ORDER)",$200.00,FALSE,7.5,4,53,https://www.ebay.com/itm/133873534944?hash=item1f2b7c07e0%3Ag%3AiY4AAOSwjUthO3ox&LH_ItemCondition=1000
[SIZE 8.5] Nike x Social Status Dunk Mid Free Lunch Chocolate Milk,$230.00,FALSE,8.5,10,79,https://www.ebay.com/itm/255188181127?epid=19050261515&hash=item3b6a66a087%3Ag%3AWOEAAOSwcKlhcDs3&LH_ItemCondition=1000
Social Status x Nike Free Lunch Chocolate Milk Dunk 6.5M/8W,$240.00,TRUE,6.5,7,0,https://www.ebay.com/itm/384406435590?hash=item598068b706%3Ag%3AkwAAAOSwM3BhSkkj&LH_ItemCondition=1000
Nike Dunk Mid x Social Status Free Lunch “Chocolate Milk” 9.5M (DJ1173-700),$240.00,FALSE,9.5,8,11,https://www.ebay.com/itm/384448371984?epid=5050263488&hash=item5982e89d10%3Ag%3Ao6wAAOSwCo5haZ3P&LH_ItemCondition=1000
Nike Dunk Mid Social Status Free Lunch Chocolate Milk Size 9 In Hand,$240.00,FALSE,9,3,8,https://www.ebay.com/itm/384397240780?epid=21050262048&hash=item597fdc69cc%3Ag%3AqpkAAOSwD3FhQquz&LH_ItemCondition=1000
Social Status  Nike Dunk Low Chocolate MilK Free Lunch PS 1y Ships Fast,$140.00,TRUE,1y,4,12,https://www.ebay.com/itm/313669985899?_trkparms=ispr%3D1&hash=item490830266b%3Ag%3AL0gAAOSwa5BhafQY&amdata=enc%3AAQAGAAACsPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSB0Xm7k0guzAysaIMfJcbBPvpOJrtD%252BW82FMokfDug731Wu2KSsS4DIaZJY5atLKP9ai6JZoX82LFmR%252Bzp9mpVdd9IqiTbeLfkUIV6LYg0iWjId8UwSRxKEAyjPT20fj8xQyaZyT9qF82CiLZ9R1uGiJVjH2SDSDg7XoOo7cckdrtbmPLOhymLXvopjddLnx63XtXls2I4a3JTf1WlzJN7OtdCGqVVStbflSLhcSjHba3T0IEZOcT6PpnB8IJ1YHjHoSd9wVTS0f30%252FXPYGUIsaPczmJMvcoBrA0wgyeQQvXpbOA1AvhdgJkh4PczlvfkpWsLy0DQTVV1oTo5%252BrmkRfRRKQncL%252BeZNZqs17CtyQ8tA6CEM6h2MMsMk7qFs0IXhV66PHMJjlTZ0BFjeDg%252BIXsH5cBviRSyYk5bJ5NX68V%252B1VllnZuivpkg5OqMx13k2i9MZmeeVByOWi6QntCiDxehlBPIF6xo4fnXEWI0ORGIxEvl2E%252Fh4L1WQODmiL6rMQ%252BLCeVYsoZNSWwFYQZ6oRpllnCu%252FIovZKdov58v9jaqp1RnKGNfU74ckWG%252Bg7%252BCQpZuitLQOl6o4m8wGIaiEk8VzfywZHMz8PAm%252FFEvh5eLyaBVES2tk6QPtPF5f7T4z%252B6FtM20ZWxPyWiKZDlYsciSdZQtOLlKgvJo9upw%252Bb%252BOEBzI1Jr144Y5E1BdSyRfrEDOCQ%252FQAH2PRU4emvoxQqYckPwGhyprgEY8k7KZTgARSTQcccZo5KbNCRlgqCESxKBwontNdWCPQE%252FVHR99jwx4Zg29YU2hxkeuxFGMtdQMH%252B%252FBZxJqRZEvxjdU%252FuMAhP%252B3DiGpCMo5FzYu7V6OFA3TuP7Q9%252BCY6Nn5RoVokKY%253D%7Cclp%3A2334524%7Ctkp%3ABFBM0o31-Zhf&LH_ItemCondition=1000
Social Status / Nike Free Lunch Dunk Chocolate Milk - Size 7.5 ** IN HAND **,$274.99,FALSE,7.5,8,28,https://www.ebay.com/itm/274955938771?epid=10050260728&_trkparms=ispr%3D1&hash=item4004a6abd3%3Ag%3AH6wAAOSwIIRhSg4s&amdata=enc%3AAQAGAAACsPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSlHY%252FYTip4QFVjNQrCEJt6jzlg6GHLpmQdb9eX4eAPXVJnTUO74FojxIRP5piq81YmBQDrY4Vs94rMja9mgWVmS2B8NnJzakYG9rQ1HRXWzoZpw%252BFg%252Fbf2DbhFKGaJpHg%252B9hNkVOgacsfwAE9sNI6CpCIpAM06ASX61wOM%252FpZ8uB%252BIUEfkCvOD82r7eszMRrg3zPzPpsn%252BmhxpM1BwJR1g%252F%252BnxFbDBOD1TdsbrLHPQZrPpCHPy7Jf5FJjDicX5EHAjTln3eTMIG6MqI4k5hpRlf1Ky4Axa8IF3q0p9kRiwmeIcSXpzldQN72%252FCfrYRJxJI%252BzOGspzmLfxLM7YyqQ%252Bl4dRWJYaEr%252BqFW2Ht0HMGVFDxX8nhLq%252BuWDcvJpFxO2pstx7aNFOYmQuJMU6ME8zVRRXXNY%252BJmgDbCt7KSCJHMHsUi2u4YPMWQwGLf%252FALYKAKDkqOX82rNO2xVctsi5uLlyPMC13XS7L9ujHMV%252BdjiclnnRKiwVw2rqI8F%252FdBnLTwDBs9r%252Fjae%252BdA6xg7THwzRJ87YiFZHuUmglRzX5vOuwgiNCSV3Kan1QBwuhP%252FsjxBjADUQL5ptG1OMbdtcuYuHQa0lhqv8UGvZDoVvwpudfBxZ481%252FBhTVM%252BXWPMSpm7Xj14snfdC%252FrfBFXEQxKvzcOA6vNGpDWqchg5fXaIDu60ZIc%252BVQ%252FLflUJ08FISBjgNOjG7V7py3wSqGrknDRU95iMGdl4TwAJNacSMepF%252BpZaniWYMKHQjoq8%252Ba6EdCz6qESrwaLP4xVBKXeNoCZyOxWWBlgIcrfangTmmuFRzLpXhXmen%252B0TtWYNqIUa%252B3Uz2L%252Bmn3pLvPNvALIhKPIbk1I7yCUQBnwT%252BLsK3lnfzTs%253D%7Cclp%3A2334524%7Ctkp%3ABFBM0o31-Zhf&LH_ItemCondition=1000
Social Status x Nike Dunk Free Lunch Chocolate Milk Men's Size 11,$280.00,FALSE,11,6,45,https://www.ebay.com/itm/224651244287?hash=item344e41f2ff%3Ag%3AyCAAAOSw2xRhbITl&LH_ItemCondition=1000
Social Status Free Lunch Chocolate Milk Nike Dunk 5 Men's / 6.5 Women's,$265.00,FALSE,5,4,3,https://www.ebay.com/itm/234238434974?epid=12050248063&hash=item3689b2de9e%3Ag%3Ai%7EcAAOSw9exheHNH&LH_ItemCondition=1000
Nike Dunk Mid Social Status Chocolate Milk Size 13 *IN HAND & READY TO SHIP*,$310.00,FALSE,13,5,9,https://www.ebay.com/itm/353700191573?epid=14050253750&hash=item525a2c9d55%3Ag%3A75AAAOSwMxBhVg5W&LH_ItemCondition=1000
"SOCIAL STATUS X NIKE FREE LUNCH DUNK ""CHOCOLATE MILK"" Size 10 SPECIAL BOX",$260.00,FALSE,10,7,11,https://www.ebay.com/itm/124913013080?hash=item1d15655158%3Ag%3AUkgAAOSwE2FhSjls&LH_ItemCondition=1000
Social Status x Nike Free Lunch Chocolate Milk Dunk Low PS Size 1.5Y *IN HAND*,$104.99,FALSE,1.5,1,26,https://www.ebay.com/itm/384418314434?hash=item59811df8c2%3Ag%3AXdoAAOSwlINhP1O6&LH_ItemCondition=1000
Nike Dunk Mid x Social Status Free Lunch Chocolate Milk sneakers M6.5/W8,$240.00,FALSE,6.5,10,30,https://www.ebay.com/itm/363556422141?hash=item54a5a6c1fd%3Ag%3ANScAAOSw2QZhUJbA&LH_ItemCondition=1000
Size 6 - Nike Dunk Mid x Social Status Chocolate Milk 2021,$240.00,FALSE,6,7,8,https://www.ebay.com/itm/133915510213?epid=22050255624&hash=item1f2dfc85c5%3Ag%3ACpIAAOSwFfhheD4%7E&LH_ItemCondition=1000
Social Status x Nike Dunk Mid Chocolate Milk DJ1173-700 Mens Size 5 Deadstock,$300.00,FALSE,5,2,5,https://www.ebay.com/itm/165136053878?epid=12050248063&hash=item2672e03676%3Ag%3AeoAAAOSwVtxhbf%7Eh&LH_ItemCondition=1000
"SOCIAL STATUS X NIKE FREE LUNCH DUNK ""CHOCOLATE MILK"" DJ1173-700 SZ 9 IN HAND",$249.99,TRUE,9,6,642,https://www.ebay.com/itm/133883350713?epid=21050262048&hash=item1f2c11ceb9%3Ag%3AEukAAOSwa4VhSg3F&LH_ItemCondition=1000
NIKE FREE LUNCH DUNK MID SOCIAL STATUS X CHOCOLATE MILK DJ1173-700 SZ 8.5 SB,$269.95,TRUE,8.5,5,11,https://www.ebay.com/itm/353734414655?epid=19050261515&hash=item525c36d13f%3Ag%3A0lEAAOSwqHJhSnsp&LH_ItemCondition=1000
"SOCIAL STATUS X NIKE FREE LUNCH DUNK ""CHOCOLATE MILK"" Size 15 Men’s",$229.99,FALSE,15,4,5,https://www.ebay.com/itm/265325906072?epid=4050252621&hash=item3dc6a80898%3Ag%3AWlUAAOSwKPBhS9yl&LH_ItemCondition=1000
Nike Dunk Mid Social Status Free Lunch Chocolate Milk Men's Size 11,$265.00,FALSE,11,5,9,https://www.ebay.com/itm/384397278831?hash=item597fdcfe6f%3Ag%3Ay0kAAOSwGd5hQrY-&LH_ItemCondition=1000
Nike Dunk Mid | Social Status Chocolate Milk | Size 15 | New,$225.00,FALSE,15,4,1,https://www.ebay.com/itm/403262225265?hash=item5de44d3b71%3Ag%3A5OsAAOSw1thheCs3&LH_ItemCondition=1000
New Nike Dunk SB Mid Social Status Chocolate Milk Size 10 Rare Retro OG VTG ,$300.00,TRUE,10,11,3304,https://www.ebay.com/itm/185121810084?hash=item2b1a1ea6a4%3Ag%3A7xgAAOSwWclhcrhw&LH_ItemCondition=1000
Sz-2.5Y Nike Dunk Social Status Free Lunch Chocolate Milk (PS) DM3349-700✅NEW🚚,$119.99,FALSE,2.5Y,6,12,https://www.ebay.com/itm/313709874301?hash=item490a90cc7d%3Ag%3AN68AAOSw5-phSk1N&LH_ItemCondition=1000
NIKE DUNK MID SOCIAL STATUS FREE LUNCH CHOCOLATE MILK - MENS 12 - DEADSTOCK NIB,$600.00,FALSE,12,12,87,https://www.ebay.com/itm/274966703764?hash=item40054aee94%3Ag%3AyvkAAOSw-VlhU6c8&LH_ItemCondition=1000
👟Nike Dunk Mid Social Status Chocolate Milk Size 7 INHAND,$225.00,FALSE,7,2,0,https://www.ebay.com/itm/234257803482?epid=20050257650&hash=item368ada68da%3Ag%3ANQsAAOSwUlBheLDi&LH_ItemCondition=1000
Size 11 Mens Nike Dunk Mid Social Status Free Lunch Chocolate Milk DJ1173-700,$289.95,TRUE,11,7,102,https://www.ebay.com/itm/234246601750?epid=10050260686&hash=item368a2f7c16%3Ag%3AyfoAAOSwh1JhcEQh&LH_ItemCondition=1000
Nike Dunk SB Mid X Social Status Chocolate Milk DJ1173-700 Size9.5,$255.00,FALSE,9.5,4,361,https://www.ebay.com/itm/284497830888?epid=5050263488&hash=item423d6463e8%3Ag%3AvAcAAOSw8aVhcYA5&LH_ItemCondition=1000
New Nike Dunk Mid Social Status Chocolate Milk Size 12 Rare Retro OG VTG Vintage,$300.00,TRUE,12,11,3304,https://www.ebay.com/itm/185101280800?hash=item2b18e56620%3Ag%3AJdgAAOSwDSlhX1zY&LH_ItemCondition=1000
Social Status x Nike Free Lunch Chocolate Milk Dunk (PS) Size 13.5C,$160.00,TRUE,13.5,8,83,https://www.ebay.com/itm/133887141105?hash=item1f2c4ba4f1%3Ag%3AkycAAOSw%7E9phTyJ%7E&LH_ItemCondition=1000
Nike Dunk Mid Social Status Free Lunch Chocolate Milk (DJ1173-700) Size 10.5,$250.00,FALSE,10.5,12,9,https://www.ebay.com/itm/403229340854?hash=item5de25774b6%3Ag%3AnKcAAOSwVCdhSiwf&LH_ItemCondition=1000
Nike Dunk Mid Social Status Free Lunch Chocolate Milk - DJ1173-700 - Size 7,$245.00,FALSE,7,1,41,https://www.ebay.com/itm/334189890663?epid=20050257650&hash=item4dcf450c67%3Ag%3A%7Ek4AAOSwPMZhcat9&LH_ItemCondition=1000
Nike Dunk Low Social Status Free Lunch Chocolate Milk (PS) Size 12.5c DM3349-700,$205.00,FALSE,12.5c,5,106,https://www.ebay.com/itm/304159422998?hash=item46d1507a16%3Ag%3ABFQAAOSwmxRhTiqw&LH_ItemCondition=1000
Social Status X Nike Dunk Mid Chocolate milk Size 10,$280.00,TRUE,10,1,0,https://www.ebay.com/itm/133904994247?hash=item1f2d5c0fc7%3Ag%3AjIEAAOSwED9hafg0&LH_ItemCondition=1000
Social Status x Nike Dunk Free Lunch Chocolate Milk Size 7.5M - Confirmed Order,$235.00,FALSE,7.5,1,83,https://www.ebay.com/itm/144201122663?hash=item21930e8367%3Ag%3AzPkAAOSwGnthQL4k&LH_ItemCondition=1000
Size 10.5 Social Status X Nike Free Lunch Dunk - Chocolate Milk,$250.00,FALSE,10.5,4,4,https://www.ebay.com/itm/353700524222?hash=item525a31b0be%3Ag%3ATDAAAOSwyElhVloo&LH_ItemCondition=1000
Size 9.5 - Nike Dunk Mid x Social Status Chocolate Milk 2021 NEW Authentic,$235.00,TRUE,9.5,6,374,https://www.ebay.com/itm/115068160372?epid=5050263488&hash=item1aca98c974%3Ag%3AvHEAAOSwDtVherNd&LH_ItemCondition=1000
Nike Social Status Dunk Mid Free Lunch Chocolate Milk Size 5.5 DJ1173-700,$280.00,TRUE,5.5,9,11679,https://www.ebay.com/itm/115061255403?epid=26050264777&hash=item1aca2f6ceb%3Ag%3A5lkAAOSw1pJhdP52&LH_ItemCondition=1000
Social Status x Nike Free Lunch Chocolate Milk Dunk Men’s Size 9 Shoe On Hand,$230.00,FALSE,9,6,4,https://www.ebay.com/itm/154669731302?epid=21050262048&hash=item240308cde6%3Ag%3A1j4AAOSwJDZhZfv4&LH_ItemCondition=1000
Nike Dunk Mid x Social Status Chocolate Milk size 11.5M/13W SKU DJ1173 700 NEW ,$260.00,FALSE,11.5,8,2,https://www.ebay.com/itm/373760912916?epid=20050257599&hash=item5705e2ee14%3Ag%3AMXIAAOSwfHthbcq-&LH_ItemCondition=1000
Size 9 - Nike Dunk Mid x Social Status Chocolate Milk 2021,$220.00,TRUE,9,12,21,https://www.ebay.com/itm/115065713774?epid=21050262048&hash=item1aca73746e%3Ag%3AIBcAAOSwtrVheKw6&LH_ItemCondition=1000
Nike Dunk Mid Social Status Free Lunch Milk Chocolate Sz 13 DS Authentic 1 2 3 4,$295.00,FALSE,13,6,66,https://www.ebay.com/itm/234256449443?epid=14050253750&hash=item368ac5bfa3%3Ag%3ApDwAAOSwKJhhYf8n&LH_ItemCondition=1000
social status x nike dunk mid chocolate milk size 4,$245.00,FALSE,mens 4,10,1,https://www.ebay.com/itm/313706369829?hash=item490a5b5325%3Ag%3AgAQAAOSwn95hY36K&LH_ItemCondition=1000
"🔥SOCIAL STATUS X NIKE FREE LUNCH DUNK ""CHOCOLATE MILK"" men size 7🔥","$1,000.00",TRUE,7,9,8,https://www.ebay.com/itm/393632451437?hash=item5ba6528b6d%3Ag%3AFBsAAOSw8i5haukR&LH_ItemCondition=1000
Social Status x Nike Free Lunch Dunk Chocolate Milk - PS Size 1.5Y - IN HAND!,$107.00,FALSE,1Y,10,375,https://www.ebay.com/itm/334189589717?hash=item4dcf4074d5%3Ag%3AS%7EgAAOSwoN9hSr6W&LH_ItemCondition=1000
social status x nike dunk mid chocolate milk,$220.00,FALSE,8,1,3,https://www.ebay.com/itm/334185595342?epid=11050250164&hash=item4dcf0381ce%3Ag%3A%7EvcAAOSwJ8JhbMdA&LH_ItemCondition=1000
Social Status x Dunk Mid ‘Chocolate Milk’ Size 7M/8.5W,$245.00,FALSE,7,7,198,https://www.ebay.com/itm/373771180906?epid=20050257650&hash=item57067f9b6a%3Ag%3AMuIAAOSwShxhefEj&LH_ItemCondition=1000
nike dunk social status chocolate milk,$220.00,FALSE,6.5,7,30,https://www.ebay.com/itm/185060675878?hash=item2b1679d126%3Ag%3AmK4AAOSwfxVhSA7G&LH_ItemCondition=1000
Social Status Chocolate Milk Dunk Mid 2021,$265.00,FALSE,10,6,25,https://www.ebay.com/itm/124976932210?epid=17050254163&hash=item1d1934a572%3Ag%3AAnUAAOSwcfpheq0O&LH_ItemCondition=1000
Social Status x Nike Free Lunch Chocolate Milk Dunk Size 12 Same Day Ship,$299.99,FALSE,12,7,217,https://www.ebay.com/itm/284490372375?hash=item423cf29517%3Ag%3AqKkAAOSwxOlhULKL&LH_ItemCondition=1000
Nike Dunk Mid x Social Status 'Chocolate Milk' - Size 8.5M - DJ1173 700,$275.00,TRUE,8.5,12,141,https://www.ebay.com/itm/133913633943?epid=19050261515&hash=item1f2ddfe497%3Ag%3ABZ4AAOSw8r1hddQy&LH_ItemCondition=1000
Nike Dunk Mid Social Status Free Lunch Chocolate Milk - Size 7.5,$230.00,FALSE,7.5,5,15,https://www.ebay.com/itm/203647191616?hash=item2f6a518a40%3Ag%3A%7EGEAAOSwRG1hROav&LH_ItemCondition=1000
Social Status X Nike Free Lunch Dunk Low PS Size 3Y Chocolate Milk DM3349-700 🔥,$155.00,FALSE,3,12,247,https://www.ebay.com/itm/165085792523?hash=item266fe1490b%3Ag%3AaAUAAOSwE6lhSmrw&LH_ItemCondition=1000
Social Status X Nike Free Lunch Dunk Low PS Size 3Y Chocolate Milk DM3349-700 🔥,$149.00,FALSE,3,3,22,https://www.ebay.com/itm/275003848458?hash=item400781b70a%3Ag%3ATQ0AAOSwtjZheXGE&LH_ItemCondition=1000
"Social Status X Nike Free Lunch Dunk Mid ""CHOCOLATE MILK"" Size 15 DJ1173-700",$500.00,TRUE,15,9,91,https://www.ebay.com/itm/224649728556?hash=item344e2ad22c%3Ag%3A6aAAAOSwbyBhS4hE&LH_ItemCondition=1000
Nike Dunk Mid Social Status Free Lunch Chocolate Milk Size 13 *CONFIRMED ORDER*,$299.99,FALSE,13,3,58,https://www.ebay.com/itm/224604806628?hash=item344b7d5de4%3Ag%3AAZkAAOSw445hOidW&LH_ItemCondition=1000
