item_name,item_price,free_shipping,shoe_size,number_of_images,seller_rating,adult_shoe,youth_shoe,child_shoe,item_url
social status dunk mid chocolate milk,$230.00,False,7.5,3,3,True,False,False,https://www.ebay.com/itm/403223771444?_trkparms=ispr%3D1&hash=item5de2027934%3Ag%3AERIAAOSwe-phZCds&amdata=enc%3AAQAGAAACsPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsS%252BMKizvpuEDUfX4dvRWfUzWATY27%252FeU866bTi9y2FfIT8cfjJ1VDp7NKYhAWs8KuC8tNzY6a1lb%252BWuH%252FT%252FCrLI9KN8b8d5EMlbXqrFTRLtOytytRbwQ7NsgV3sDy3qGMyeaVChjINn0OAUhMrNM%252Bf30NUrUGGCBRAs8yi8NoHoS802iBV5BXqD9efI1tHdAIOe7FlOPuYBOK8lk7ESLpEbCSDyqScGkbGuxf5XVNnxqbHfYbbJ5GDK6jSrPhCjPncUZYfCTvj5iaocuZUX0Yl7w1DOxXZYCoAFiq0LK9fmJIM0V%252BH11R2N7INzQl3k%252FK%252FF%252FIAqTxjtNqrKJQEviYaEpyM5V48yjzgCN9GraCZ7COMNGtcxmnBCiFyXC3qy%252B1D1W70YSxjrASW5pBbhwkBmi5nBqC5Ra9JP4TUN2%252FxnE06EE2%252BAyIdqseYztjnKbayGuJGC2%252BX8XQ8PgbsAB4P2A2b0v3qx6s1R0bZBIgSDO1yniL4dhCpzMi62ciFlnKrccBrsudJE8yRnOGPST5iwJGZhtA%252F02%252Bla7H7ScFnfPjII9FqVP7kOYtbuWL2UcS3JF6blKpsxa9xd93pRIbvfEXYF%252Bl3z7Zkg80%252FZc0rWE561eRtrtUi1TI5Egcj%252Bnkr9FXqO07cG4MlJSTDCZHvz3KG4XvLv6eD67Fc1Y3DyZeG0yUisgums8cS27%252FUbUimU3a7D17M%252BluEuNxY3TO3CptzMJKa8KOjhqb0GxGUv5TqApkt8AXXdqvaoMwajCwP283ew8ANvFG1m4DuMserPthaEx3NMn06VcYtpon1anRBxFfRF%252Bn4vqQa45vHKIYaMBhdqSBuEPTqY0aR%252F%252BKhn6RkaKPAR7Q82mODbL54ocA%253D%7Cclp%3A2334524%7Ctkp%3ABFBMhsaP5ppf&LH_ItemCondition=1000
social status nike dunk mid chocolate milk size,$280.00,False,10,3,26,True,False,False,https://www.ebay.com/itm/115072235239?_trkparms=ispr%3D1&hash=item1acad6f6e7%3Ag%3AWZ0AAOSwCJNhff5Y&amdata=enc%3AAQAGAAACsPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSR84A%252FGMxXIqJzFmDq6lDLoqLWGE96%252BRR5UVWToMJrgzEZ3tAseRk2SL2%252BzUM%252FzFeQ2byqKhzYYT6pBJkTsmrWQ414GJea99qca%252Fd0Zlc3dA0ePbZW9BDpRqdHyQyNBWb43Y7lut0VEblW%252FhtJ4iSy0qLnH6im%252FQgK%252FHyjxxyZUc4KdN4SpilG8eSAG7HtdabiV6iF%252FDwzixdCi7gs3NKx9tzGAUewIZwSIFwM4Qcf0oOnqDPmlxhUkcuqyT699H1UrJa2nFZ5AiFId3DOsK9Ykm1oKoK3JxC6OH9kycNj4FWbNPkvmm49KI8Bpi38YtOUsMG8wx%252B9VbQwBGZmhXQ92wWyS7e1JIzI56AsJAqmQe3%252BRNGZltWLYx6WfIKh1H4F%252FmjE1qyLdWOmU1CZpo4%252FcXaopJShFN6vJ47F%252FTshjMBBcsn7XG2%252FL2JB1HHvc%252BT0nelcMyCnHY3kCzG8DUyCpnPX4bLiOxP2h83riHK5l%252FVjIptr5%252BZyCge1MrrmMG%252BRqYiBrhOBSdaOYGq21foX55j8nh9YFKbeuRVojLIPkXB%252BsqMkFZNbCLOLXHErTJ0j8%252Bf8LIS4GF918svU%252B1Y3bro4Si2bQkE5DCmUmiJfmEGVmoEjabyegs%252BPpxGRDXMXRWm%252FYA6DI%252BYaKvmwu2N1Y9A1%252FrfFtmyGodEKb1B9DsRaoUDBhRlyuVxfiwqHuW0W0xDapn50kb4sudivt0TbkA5IlecCWvDucY6EeqpuSBE5I3E3oD8pzoMpm0R%252FQ4H54z0gLU9jaH%252Bqozmcjvs24rBm1%252BDmxMkEzqqYhOaREWzlzynn6IpUhXPyJ4AW1dpMCpBMsuWe4H0ClhGXuft7N4gy51graxf%252B55n99mYpho%253D%7Cclp%3A2334524%7Ctkp%3ABFBMhsaP5ppf&LH_ItemCondition=1000
nike dunk mid social status free lunch chocolate milk men size,$265.00,False,11,5,9,True,False,False,https://www.ebay.com/itm/384397278831?hash=item597fdcfe6f%3Ag%3Ay0kAAOSwGd5hQrY-&LH_ItemCondition=1000
social status nike free lunch dunk chocolate milk size mens dj,$255.00,False,4.5,12,130,True,False,False,https://www.ebay.com/itm/304197330600?epid=21050261941&hash=item46d392e6a8%3Ag%3ARsUAAOSw37RhcT5I&LH_ItemCondition=1000
social status nike dunk mid chocolate milk,$300.00,False,12,3,13,True,False,False,https://www.ebay.com/itm/144226426850?hash=item2194909fe2%3Ag%3ASzcAAOSwPF5hVfHt&LH_ItemCondition=1000
social status nike dunk mid chocolate milk size men,$295.00,True,13,9,0,True,False,False,https://www.ebay.com/itm/384462613773?epid=14050253750&hash=item5983c1ed0d%3Ag%3AiaMAAOSwWFxhdWC1&LH_ItemCondition=1000
social status free lunch dunk chocolate milk sz,$280.00,False,9.5,1,2,True,False,False,https://www.ebay.com/itm/363561723917?hash=item54a5f7a80d%3Ag%3AVeEAAOSw7XthVdzv&LH_ItemCondition=1000
nike dunk mid social status free lunch chocolate milk ds size mens wmns,$219.99,False,6.5,9,211,True,False,False,https://www.ebay.com/itm/165119448797?epid=16050251620&hash=item2671e2d6dd%3Ag%3As88AAOSwpYxhYlTv&LH_ItemCondition=1000
social status nike dunk free lunch chocolate milk men size,$270.00,False,11,6,45,True,False,False,https://www.ebay.com/itm/224651244287?hash=item344e41f2ff%3Ag%3AyCAAAOSw2xRhbITl&LH_ItemCondition=1000
social status nike free lunch dunk chocolate milk size confirmed order,$200.00,False,7.5,4,53,True,False,False,https://www.ebay.com/itm/133873534944?hash=item1f2b7c07e0%3Ag%3AiY4AAOSwjUthO3ox&LH_ItemCondition=1000
size nike dunk mid social status free lunch chocolate strawberry milk pack,$700.00,False,11,10,89,True,False,False,https://www.ebay.com/itm/284452071794?hash=item423aaa2972%3Ag%3ABAMAAOSwYe1hdG0H&LH_ItemCondition=1000
nib nike dunk mid social status free lunch chocolate milk size,$250.00,False,4,11,16,True,False,False,https://www.ebay.com/itm/353705315831?epid=9050254120&hash=item525a7acdf7%3Ag%3AnqMAAOSwfQBhWiLa&LH_ItemCondition=1000
nike dunk mid social status free lunch chocolate milk size in hand,$240.00,False,9,3,9,True,False,False,https://www.ebay.com/itm/384397240780?epid=21050262048&hash=item597fdc69cc%3Ag%3AqpkAAOSwD3FhQquz&LH_ItemCondition=1000
nike dunk mid social status free lunch chocolate milk size us new ds,$270.00,False,11.5,9,10,True,False,False,https://www.ebay.com/itm/154674435829?hash=item24035096f5%3Ag%3AzR8AAOSwK%7EBhe5t3&LH_ItemCondition=1000
size nike dunk mid social status free lunch chocolate milk,$299.99,True,10,3,144,True,False,False,https://www.ebay.com/itm/124972844606?hash=item1d18f6463e%3Ag%3AR6cAAOSwSPVhd5tE&LH_ItemCondition=1000
nike social status dunk mid free lunch chocolate milk size us,$299.99,True,11,5,371,True,False,False,https://www.ebay.com/itm/353742583579?epid=10050260686&hash=item525cb3771b%3Ag%3AMYgAAOSwlL5hdxTJ&LH_ItemCondition=1000
social status nike dunk free lunch chocolate milk size confirmed order,$235.00,False,7.5,1,83,True,False,False,https://www.ebay.com/itm/144201122663?hash=item21930e8367%3Ag%3AzPkAAOSwGnthQL4k&LH_ItemCondition=1000
nike dunk low social status free lunch chocolate milk dm,$90.00,False,2.5,12,28,True,False,False,https://www.ebay.com/itm/284508716373?hash=item423e0a7d55%3Ag%3AyDsAAOSwmAhhdEtl&LH_ItemCondition=1000
social status nike dunk mid sp chocolate milk brown men size,$270.00,True,6,12,11,True,False,False,https://www.ebay.com/itm/234250831003?epid=22050255624&hash=item368a70049b%3Ag%3AOcQAAOSwRk1hcyVD&LH_ItemCondition=1000
nike dunk mid social status free lunch chocolate milk size,$215.00,False,7.5,1,186,True,False,False,https://www.ebay.com/itm/334172840635?hash=item4dce40e2bb%3Ag%3A4K0AAOSwUzZhXlu3&LH_ItemCondition=1000
brand new nike dunk mid social status chocolate milk size fast free ship,$260.00,True,8,6,67,True,False,False,https://www.ebay.com/itm/165076420904?epid=11050250164&_trkparms=ispr%3D1&hash=item266f524928%3Ag%3AsBcAAOSwlPBhRA3G&amdata=enc%3AAQAGAAACsPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSLY2M1Gjmuwt9c03vWNfiRmF92pYaCiXhBAsXjfOge03Irq5AR24Llvkcp2YTlqRO02UcGmPgpWsD09Rg0okK%252BGRnTziL9UgXirMYkcN4Pckl7iYs6NJ%252BzzHG2VMLgh0zfBtg535Ow49Z57eQp5ZXiXQ%252F1Euxz%252Fu2Fxdgw1H1J5y2NIEuaH9R8zyBNG3bK30iR2KTGcQsqq4%252B6jKOD3Oo7VEpL0K2IjiU6GZoJT7hKJeTvvSbhuvfe%252BPEHiDdEjMzHCcOFQxiG%252BDZJB2HNSV5eY4Bix6Klka5jU3EEU0FFc6IlZe0qyZPA%252FGbtPMjIPC72h6%252BrvR9OE7mUPRjn%252B7kMZJsZzpD2j91QxUDEQ937xDbKR9trUkPP2ejbK0BzInE6DsA2F%252FR2R5pmIKatRd5jVGpFBKCXXULjU2jeBf0QGhNFncsQI6R0lR%252FUm9zTD%252B5HtZwe6RvVtCkeI5fRwkJ4fMt61doZ8YgnhPXQEa%252BqVirfNKFCj7IPltdC9F0YvhnrJg92p8yYUvlL4smEEm%252BrAC4ZcqsVXR4BWbf6GoRMXTyUHzxIO906o8T2QJtd9%252BPgOgKVlvaxeh413GKNZLTRcEX9Gn46sfAYoPlREGp1Bwb0ImJPpsSEIQcEyutS%252BTj6XxoafyuGE%252FD%252FHhBOxbhNRNF0b4DoOKKBi4FEn09gFPdzaabnHjWZABKZuvyeD18quKP7UWyievxcVm3YQST8sghed6tXs10GL%252FKGxKsrgymeThZVPz9zk0jdX0KhScwZVDAN5NoZJMTijWTYV7fqxLfWiuxBUt2ITiVlmucYUSEb%252FHpdAaq5okpa44a%252FUeH4QzlBBZwRqQEL4X8xPAN3B4RPl6bjDTn3pA3sJtCn8U%253D%7Cclp%3A2334524%7Ctkp%3ABFBMhsaP5ppf&LH_ItemCondition=1000
